store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
Boost Coffee + Energy (St. Augustine),"104 Ashourian Ave, St. Augustine, FL",Opening,August 2026,expected at 104 Ashourian Avenue in St. Augustine this August,Boost Coffee + Energy is a new coffee and energy drink concept expanding beyond its initial Jacksonville debut. A second location is expected at 104 Ashourian Avenue in St. Augustine in August 2026. The brand has 6 or 7 additional locations in the pipeline.,https://whatnow.com/jacksonville/restaurants/boost-coffee-energy-making-debut-next-week-expansion-to-follow/,"June 05, 2026",batch_4_output,2026-06-09
Boost Coffee + Energy (Yulee),"Yulee, FL",Opening,September 2026,in Yulee this September,Boost Coffee + Energy is a new coffee and energy drink concept expanding in Northeast Florida. A third location is planned for Yulee in September 2026. No street address for the Yulee location is provided in the article.,https://whatnow.com/jacksonville/restaurants/boost-coffee-energy-making-debut-next-week-expansion-to-follow/,"June 05, 2026",batch_4_output,2026-06-09
Atomic Wings,"2112 N High St, Columbus, OH 43201",Opening,Not specified,targeting an opening ahead of the upcoming college football season,"Atomic Wings is a Buffalo-inspired chicken wing chain serving wings, tenders, sandwiches, and sauces. The franchise owner confirmed the restaurant is targeting an opening before college football season starts at 2112 N. High St. in Columbus's University Gateway North building. Founded in 1989 by Buffalo native Adam Lippin, the brand has grown to more than 30 locations across 11 states and will serve 100% halal, antibiotic- and hormone-free chicken.",https://whatnow.com/columbus/restaurants/buffalo-inspired-atomic-wings-plans-first-ohio-location-near-osu/,"May 29, 2026",batch_5_output,2026-06-09
Osteria Gilberto,"1224 W Webster Ave, Chicago, IL 60614",Opening,July 2026,aiming for a July opening date,"Osteria Gilberto is a new Italian restaurant concept being developed by owner Sergio Barbone. The restaurant is planned for 1224 W Webster Avenue in Lincoln Park, Chicago, with an owner-stated target of a July opening. Barbone also owns Bakehouse Chicago, a bakery with multiple Chicago locations, the first of which opened in Roscoe Village in 2022.",https://whatnow.com/chicago/restaurants/new-osteria-gilberto-italian-concept-in-the-works-for-lincoln-park/,"May 29, 2026",batch_5_output,2026-06-09
Le Petit Comptoir Wine & Cheese,"1 Atlantic Ave, Marblehead, MA 01945",Opening,July 2026,tentatively targeting a July 2026 opening,"Le Petit Comptoir Wine & Cheese is a wine-and-cheese concept offering small plates, charcuterie boards, grilled cheeses, and zero-proof options alongside wine. Owner Alex Lewis is tentatively targeting a July 2026 opening beside Marblehead House of Pizza at 1 Atlantic Ave, and is currently hiring ahead of the launch. The concept has been building pre-opening excitement through weekly wine-and-cheese tastings, pairing events, and educational classes.",https://whatnow.com/boston/restaurants/le-petit-comptoir-wine-cheese-to-debut-as-inclusive-gathering-space-in-marblehead-this-summer/,"May 29, 2026",batch_5_output,2026-06-09
The Laureate,"167 Laurens St SW, Aiken, SC 29801",Opening,Fall 2026,will break ground this fall,"The Laureate is a new boutique hotel being developed by Tina McCarthy, Chad Ingram, and Rob Johnston, incorporating the historic Farmers and Merchants Bank Building at 167 Laurens St. in downtown Aiken. The project will break ground this fall and will feature a four-story structure with 84 rooms, suites, and extended-stay residences, plus a lobby bar and garden courtyard. The historic bank building will house a restaurant and bar, meeting rooms, fitness space, and possibly a small spa, with the restaurant still finalizing its name and menu.",https://whatnow.com/charleston/restaurants/new-boutique-hotel-to-break-ground-in-downtown-aiken-this-fall/,"May 29, 2026",batch_5_output,2026-06-09
Squeeze In,"2230 TPC Parkway, Suite 101, San Antonio, TX 78259",Opening,"October 2, 2026",set to open,"Squeeze In is a breakfast-and-lunch restaurant brand known for omelets, pancakes, and comfort food, founded in 1974 in Truckee, California. A new franchise location is planned for 2230 TPC Parkway, Suite 101, with construction expected to begin July 1, 2026 and reach completion by October 2, 2026. The franchise is owned by Kiersten Smyth and her husband, and the 2,271-square-foot space will involve a complete tenant fit-out within an existing shell building.",https://whatnow.com/san-antonio/restaurants/squeeze-in-to-open-new-breakfast-and-lunch-restaurant-on-tpc-parkway-in-san-antonio/,"June 11, 2026",batch_1_output,2026-06-12
Grounds and Sounds,"2747 N Rainbow Blvd, Las Vegas, NV 89108",Opening,Summer 2026,opening this summer,"Grounds and Sounds is a new community coffeehouse concept operated by RHYTHM Roast Inc., with owner Pamela Matthews, focused on the culture and history of coffee. The cafe is expected to open this summer at 2747 N Rainbow Blvd in the Michael Way Retail Center in Northwest Las Vegas, with construction currently underway. The brand describes itself as built for coffee enthusiasts seeking the full ceremony and story behind each cup.",https://whatnow.com/las-vegas/restaurants/grounds-and-sounds-new-cafe-concept-set-to-come-to-michael-way-retail-center/,"June 11, 2026",batch_1_output,2026-06-12
Coco Crepes,"7040 Elyson Exchange Way, Suite E-400, Cypress, TX 77433",Opening,August 2026,will open this August,"Coco Crepes is a regional franchise chain offering crepes and sweet treats. A new franchise location is planned for Elyson Town Center at 7040 Elyson Exchange Way, Suite E-400, with construction currently underway and slated for completion by July 2026, and the owner confirming an August 2026 opening. The franchisee is Gianna Gozzo, who also owns Mia Bella Trattoria in Vintage Park.",https://whatnow.com/houston/restaurants/coco-crepes-to-open-in-elyson-town-center/,"June 11, 2026",batch_1_output,2026-06-12
Mariscos Sinaloa,"6195 Macon Road, Memphis, TN 38134",Opening,Not specified,opening timeline isn't presently available,"Mariscos Sinaloa is a Mexican seafood restaurant specializing in coastal flavors from the Pacific, known for dishes like spicy shrimp, octopus zarandeado, and signature mortars. The restaurant is setting up shop at 6195 Macon Road, having received a certificate of occupancy from the Memphis and Shelby County Division of Planning and Development on June 9. The 2,200-square-foot space will include the sale of alcoholic beverages and a brew pub use, with an occupant load of 49.",https://whatnow.com/memphis/restaurants/mariscos-sinaloa-to-bring-mexican-seafood-dishes-to-new-location/,"June 10, 2026",batch_1_output,2026-06-12
The Maharaja,"4 South Market Street, Boston, MA 02109",Opening,Mid-August 2026,aiming to launch the new restaurant in mid-August 2026,"The Maharaja is an Indian restaurant founded in Harvard Square in 2011, known for North Indian cuisine including an all-you-can-eat lunch buffet and dinner menu. A second location is opening inside the Quincy Market Main Hall at 4 South Market Street, Faneuil Hall Marketplace, operating as a fast-casual takeout and delivery concept. This marks the restaurant's first expansion in more than 15 years, with partner Raj Punjabi confirming the opening.",https://whatnow.com/boston/restaurants/the-maharaja-bringing-signature-indian-fare-to-faneuil-hall-marketplace-in-downtown-boston/,"June 10, 2026",batch_1_output,2026-06-12
Levant Mediterranean Grill,"1134 N. Germantown Parkway, Cordova, TN 38016",Opening,Not specified,opening date is not publicly available,"Levant Mediterranean Grill is a new Mediterranean cuisine restaurant preparing to open at 1134 N. Germantown Parkway in Cordova, Tennessee. The restaurant has its signage up and has been issued a certificate of occupancy showing an occupant load of 92, though no definitive opening date has been announced. The concept is located next to the Malco theatre and has no current digital footprint.",https://whatnow.com/memphis/restaurants/levant-mediterranean-grill-cooking-up-new-location/,"June 10, 2026",batch_1_output,2026-06-12
Dick's House of Sport,"2800 Oakwood Boulevard, Hollywood, FL 33020",Opening,Not specified,An opening date has not been announced,"Dick's House of Sport is an immersive sports retail concept owned by DICK'S Sporting Goods, debuted in 2021, combining traditional sporting goods retail with interactive athletic stations. Construction is underway for a 120,000-square-foot facility at 2800 Oakwood Boulevard in Oakwood Plaza, Hollywood, replacing the former Regal Cinemas site as part of a long-term redevelopment. This will be the first full-service Dick's House of Sport in South Florida and one of the company's largest experiential retail destinations in the region.",https://whatnow.com/miami/retail/dicks-house-of-sport-to-open-its-first-south-florida-location/,"June 10, 2026",batch_1_output,2026-06-12
Encanto Cafe and Wine Bar,"101 Marilla Ave, Avalon, CA 90704",Opening,July 2026,aiming for a July opening,"Encanto Cafe and Wine Bar is a new restaurant and wine bar featuring a Mediterranean menu with coastal Italian influences, set to open at 101 Marilla Ave. in Avalon on Catalina Island. Owner Steven Hoefs, who operates Catalina Entertainment, is aiming for a July opening as part of the larger multi-use El Encanto development. The development will also feature a boutique, spa, salon, and events space.",https://whatnow.com/los-angeles/restaurants/encanto-cafe-and-wine-bar-to-open-as-part-of-restored-catalina-development/,"June 10, 2026",batch_1_output,2026-06-12
Joe & The Juice,"1900 N. Federal Highway, Fort Lauderdale, FL 33305",Opening,Not specified,An opening date has not been announced,"Joe & The Juice is a Copenhagen-based chain founded in 2002, known for fresh-pressed juices, specialty coffees, protein shakes, and sandwiches, with more than 500 locations globally. The company recently filed permit applications with the Florida Department of Business & Professional Regulation to open a location at 1900 N. Federal Highway in Fort Lauderdale, with no opening date announced. The Fort Lauderdale location will add to the brand's growing South Florida presence across Miami-Dade, Broward, and Palm Beach counties.",https://whatnow.com/miami/restaurants/joe-the-juice-planning-to-open-a-fort-lauderdale-location/,"June 10, 2026",batch_1_output,2026-06-12
Total Wine & More,"3921 Oakwood Boulevard, Hollywood, FL 33020",Opening,Not specified,An opening date has not been announced,"Total Wine & More is the nation's largest independent retailer of wine, spirits, and beer, founded in 1991 by brothers David and Robert Trone, operating more than 280 stores across the United States. A new location is opening at 3921 Oakwood Boulevard in the Oakwood Plaza Shopping Center in Hollywood, with no opening date announced but the company currently hiring staff. The Hollywood location will offer wines, spirits, educational tastings, and special events, with approximately 8,000 unique types of wine.",https://whatnow.com/miami/retail/total-wine-is-opening-a-hollywood-store/,"June 10, 2026",batch_1_output,2026-06-12
Bagels & Board Games,"1728 N. Broad St, Commerce, GA 30529",Opening,September 2026,hope to open in September,"Bagels & Board Games is a new board game cafe concept owned by John Kalina, serving bagels, bagel sandwiches, cream cheeses, coffee, and featuring a board game library with a pay-per-table fee. The spot will open at 1728 N. Broad St. in Commerce, Georgia, with the owner targeting a September opening. The long-term vision includes private rooms, escape rooms, and expansion to additional locations and other states.",https://whatnow.com/atlanta/restaurants/bagels-board-games-aiming-for-fall-opening-in-commerce/,"June 10, 2026",batch_1_output,2026-06-12
LongHorn Steakhouse,"21398 Ellsworth Loop Road, Queen Creek, AZ 85142",Opening,Not specified,No opening timeline has been announced,"LongHorn Steakhouse is a full-service steakhouse chain founded in 1981 in Atlanta, Georgia, operating more than 600 locations nationwide as part of the Darden Restaurants portfolio. Plans have been submitted for a new location at 21398 Ellsworth Loop Road in Queen Creek Marketplace, with architectural renderings and site plans for a roughly 5,780-square-foot restaurant. The proposed restaurant would be located south of Smashburger and north of Olive Garden near the intersection of Rittenhouse Road and Ellsworth Road.",https://whatnow.com/phoenix/restaurants/longhorn-steakhouse-planned-for-queen-creek-marketplace/,"June 10, 2026",batch_1_output,2026-06-12
Nosso Quintal Brazilian Bar & Grill,"30 Broadway, Suite 29B, Kissimmee, FL 34741",Opening,Not specified,Opening Soon,"Nosso Quintal Brazilian Bar & Grill is a culturally immersive bar and restaurant concept bringing Brazilian food, music, art, and shared social experiences to downtown Kissimmee. Plan review documents show the restaurant would open at 30 Broadway, Suite 29B, with the ExperienceKissimmee.com listing the status as ""Opening Soon."" Co-owner Luca Martins was not immediately available for comment when What Now reached out.",https://whatnow.com/orlando/restaurants/nosso-quintal-brazilian-bar-grill-bringing-brazilian-cuisine-to-kissimmee/,"June 10, 2026",batch_1_output,2026-06-12
Big River Grille & Brewing Works,"2100J Epcot Resorts Blvd, Kissimmee, FL 34747",Closing,"January 22, 2024",closed on Jan. 22,"Big River Grille & Brewing Works was a restaurant located on Disney's Boardwalk at 2100J Epcot Resorts Blvd. It had its last day of operation on January 21, 2024, closing on January 22. The space has remained vacant since then with no new concept having taken over.",https://whatnow.com/orlando/restaurants/project-amazon-replacing-big-river-grille-brewing-works-on-disneys-boardwalk/,"June 10, 2026",batch_1_output,2026-06-12
Project Amazon,"2100J Epcot Resorts Blvd, Kissimmee, FL 34747",Opening,Not specified,Final name forthcoming,"Project Amazon is a new restaurant project submitted by Levy Restaurants, planned for the space formerly occupied by Big River Grille & Brewing Works on Disney's Boardwalk at 2100J Epcot Resorts Blvd. The project has an estimated square footage of just under 2,500, and the final name has not yet been announced. Representatives of Levy Restaurants were not immediately available for comment when What Now reached out.",https://whatnow.com/orlando/restaurants/project-amazon-replacing-big-river-grille-brewing-works-on-disneys-boardwalk/,"June 10, 2026",batch_1_output,2026-06-12
Nana's Exquisite Confections (old location),"NE 82nd Avenue, Portland, OR 97220",Closing,Mid-July 2026,moving to a new and larger space,"Nana's Exquisite Confections is a Portland bakery founded in 2008 by Florence Jenkins, known for scratch-made desserts including German chocolate cake, red velvet, pound cakes, pies, and salted caramel banana pudding. The bakery is relocating from its current location on NE 82nd Avenue to a new and larger space a few blocks south on the same street, with the owner confirming an expected mid-July opening at the new address. Jenkins opened her first brick-and-mortar location just a few blocks north on the same street months prior.",https://whatnow.com/portland/restaurants/nanas-exquisite-confections-is-moving-to-a-bigger-home/,"June 10, 2026",batch_1_output,2026-06-12
Nana's Exquisite Confections (new location),"2236 NE 82nd Avenue, Portland, OR 97220",Opening,Mid-July 2026,expected to open in mid-July,"Nana's Exquisite Confections is a Portland bakery founded in 2008 by Florence Jenkins, offering scratch-made upscale homestyle desserts. The bakery is relocating to a new and larger space at 2236 NE 82nd Avenue, with owner Florence Jenkins confirming an expected mid-July opening. Jenkins described it as ""a true grand opening for me"" reflecting her full vision coming to fruition.",https://whatnow.com/portland/restaurants/nanas-exquisite-confections-is-moving-to-a-bigger-home/,"June 10, 2026",batch_1_output,2026-06-12
Jeni's Splendid Ice Creams,"740 S. Mill Ave., Suite D110, Tempe, AZ 85281",Opening,Not specified,opening date has not yet been announced,"Jeni's Splendid Ice Creams is an Ohio-based premium ice cream brand founded in 2002 by James Beard Award-winning ice cream maker Jeni Britton, known for scratch-made inventive flavors. The company is preparing to open its first Tempe location at 740 S. Mill Ave., Suite D110, with no opening date yet announced but additional details expected in the coming months. The upcoming shop will be a company-owned location serving local residents and Arizona State University students.",https://whatnow.com/phoenix/restaurants/jenis-splendid-ice-creams-coming-to-tempe/,"June 10, 2026",batch_1_output,2026-06-12
Ace Of Wingz,"825 W. Baseline Road, Suite 1, Tempe, AZ 85283",Opening,August 2026,expected to open a new location… in August 2026,"Ace Of Wingz is an Arizona-based wing restaurant concept founded by Abion Acoy, known for wings, loaded fries, and a community-focused approach, currently operating four locations in the Phoenix area. A new location is expected to open at 825 W. Baseline Road, Suite 1, in Tempe in August 2026, marking the brand's fifth Phoenix-area location and first in the East Valley. A specific opening day within August has not yet been announced, with construction updates being shared through social media.",https://whatnow.com/phoenix/restaurants/ace-of-wingz-expanding-to-tempe-with-new-east-valley-location/,"June 10, 2026",batch_1_output,2026-06-12
Candeeland,"1640 Camino del Rio N, San Diego, CA 92108",Opening,December 2026,expected to open in December 2026,"Candeeland is an indoor playground and family entertainment concept featuring interactive attractions, arcade games, and a themed candy-inspired environment designed for families with young children. A new corporate-owned location is set to open at Mission Valley Mall at 1640 Camino del Rio N in December 2026, occupying a vacant retail space. The new site is part of a broader expansion strategy that also includes a Northridge location opening in June 2026 and another San Bernardino location scheduled for December 2026.",https://whatnow.com/san-diego/restaurants/candeeland-submits-plans-for-mission-valley-mall/,"June 10, 2026",batch_1_output,2026-06-12
JinJu Patisserie (old location),"N Williams Avenue, Portland, OR 97227",Closing,Not specified,closed its first Portland storefront,"JinJu Patisserie is an award-winning Portland bakery co-owned by Jin Caldwell and Kyurim ""Q"" Lee, known for crackling croissants, delicate bonbons, and seasonal pastries, and named America's Most Outstanding Bakery at the 2025 James Beard Awards. The bakery closed its first Portland storefront on N Williams Avenue less than a year before the article's publication date, with the exact closing date not specified. The closure came as the owners chose a fresh start over renewing the lease at the original spot.",https://whatnow.com/portland/restaurants/jinju-patisserie-planning-return-to-north-portland-this-fall/,"June 10, 2026",batch_1_output,2026-06-12
JinJu Patisserie (new location),"3494 N Williams Avenue, Portland, OR 97227",Opening,Early October 2026,targeting an opening in early October,"JinJu Patisserie is an award-winning Portland bakery co-owned by Jin Caldwell and Kyurim ""Q"" Lee, originally opened in 2019, named America's Most Outstanding Bakery at the 2025 James Beard Awards. The bakery will reopen at 3494 N Williams Avenue inside the Carbon12 building, just a few blocks south of its original location, targeting an early October opening. The new space was previously occupied by Harder Day Coffee Shop.",https://whatnow.com/portland/restaurants/jinju-patisserie-planning-return-to-north-portland-this-fall/,"June 10, 2026",batch_1_output,2026-06-12
J Lemon Pepper Fish & Chicken,"1837 W Beaver St, Jacksonville, FL 32209",Opening,Not specified,no opening date has been determined just yet,"J Lemon Pepper Fish & Chicken is a restaurant chain offering fish, chicken, burgers, sandwiches, rice bowls, liver, gizzards, and desserts, currently operating four Jacksonville locations plus restaurants in Jesup, Georgia and Columbus, Ohio. Plan review paperwork was submitted by owner Nehad Hemaid for a new location at 1837 W Beaver St, marking the brand's fifth Jacksonville location, with no opening date yet determined. What Now confirmed the opening news directly with Hemaid on Tuesday.",https://whatnow.com/jacksonville/restaurants/j-lemon-pepper-fish-chicken-opening-fourth-jacksonville-location/,"June 10, 2026",batch_1_output,2026-06-12
Muscle Burger,"13799 Beach Blvd, Jacksonville, FL 32224",Opening,Before end of June 2026,hopes to open before the end of this month,"Muscle Burger is a new burger restaurant serving 100% organic, grass-fed burgers, fresh-squeezed lemonade and juices, and air-fried French fries. The owner Manuel Aguilar told What Now the restaurant hopes to open at Hodges Plaza before the end of the month. Burgers are marinated overnight in pinot noir and spices, and the menu will be revealed at opening.",https://whatnow.com/jacksonville/restaurants/muscle-burger-opening-at-hodges-plaza/,"June 10, 2026",batch_2_output,2026-06-12
GenX Tavern,"103 E Jackson St, Tampa, FL 33602",Closing,"July 4, 2026",closing with a July 4 'End of an Era' party,"GenX Tavern is a bar celebrating the nostalgia, music, and culture of the 1980s and 1990s that has operated for seven years in Tampa. Managing Partner Dave Burton announced it will close on July 4 with an ""End of an Era"" party, after which the space will be remodeled. Burton cited inflation, surging labor costs, and declining alcohol consumption as contributing challenges.",https://whatnow.com/tampa/restaurants/genx-tavern-will-close-to-be-replaced-by-nagi-by-soho-sushi/,"June 10, 2026",batch_2_output,2026-06-12
Nagi by Soho Sushi,"103 E Jackson St, Tampa, FL 33602",Opening,Fall 2026,Nagi by Soho Sushi opening in the Fall,"Nagi by Soho Sushi is a new Japanese restaurant concept offering lunch, dinner, and late-night programming with elevated sushi, Japanese small plates, and premium whiskey. It will open in the same space as GenX Tavern after a 3-month remodel transition period, anticipated to launch in Fall 2026. The concept is described as a vibrant nightlife destination on Fridays and Saturdays with DJs and late-night bites.",https://whatnow.com/tampa/restaurants/genx-tavern-will-close-to-be-replaced-by-nagi-by-soho-sushi/,"June 10, 2026",batch_2_output,2026-06-12
Cook Out,"16125 N Dale Mabry Ave, Tampa, FL 33618",Opening,Not specified,planning new location,"Cook Out is a fast-growing restaurant chain founded in Greensboro, NC in 1989, offering burgers, BBQ, hot dogs, quesadillas, and a broad selection of milkshakes. What Now found plan review documents submitted for a new Cook Out location at 16125 N Dale Mabry Ave, across the street from Gaither High School. The chain has been expanding its footprint throughout the South, with previous Tampa and St. Pete locations also reported.",https://whatnow.com/tampa/restaurants/cook-out-planning-new-location-on-north-dale-mabry-highway/,"June 10, 2026",batch_2_output,2026-06-12
Five Guys,"3728 Sun City Center Blvd, Suite 101, Sun City Center, FL 33573",Opening,Not specified,looks to be headed to Sun City Center,"Five Guys is a burger chain with nearly 1,700 locations worldwide that has been expanding rapidly since launching about 30 years ago. Plan review documents submitted by Ruskin FG LLC show a new Five Guys planned for 3728 Sun City Center Blvd, Suite 101, within Cypress Village Plaza. The plaza is anchored by Home Depot and includes other restaurants such as Old Castle Restaurant and Tropical Smoothie Cafe.",https://whatnow.com/tampa/restaurants/five-guys-looks-to-be-headed-to-sun-city-center/,"June 10, 2026",batch_2_output,2026-06-12
Bar Schmutzi,"461-B Flat Shoals Ave. SE, Atlanta, GA 30316",Opening,Not specified,will open Bar Schmutzi,"Bar Schmutzi is a European-inspired wine bar with a concise food menu of snacks and small plates, planned by Little Bear founder Jarrett Stieber. It will open at 461-B Flat Shoals Ave. SE in the former home of the East Atlanta Animal Clinic in East Atlanta Village. The 1,300-square-foot space is being designed by Square Feet Studio with 3D Renovations as contractor.",https://whatnow.com/atlanta/restaurants/little-bear-team-bringing-bar-schmutzi-to-east-atlanta-village/,"June 10, 2026",batch_2_output,2026-06-12
HTeaO #638,"20409 State Hwy 46, Suite 101, Spring Branch, Comal County, TX",Remodel,"Construction start August 18, 2026; completion February 8, 2027","interior and exterior remodel of a shell building endcap into a 2,140-square-foot HTeaO, complete with a drive-thru","HTeaO is a rapidly growing tea bar chain founded in Amarillo, Texas, offering freshly brewed iced teas, lemonades, and specialty beverages with drive-thru service. Project filings with the Texas Department of Licensing and Regulation indicate a new location via remodel of a shell building endcap, with construction expected from August 18, 2026 to February 8, 2027. The estimated renovation cost is $890,000 and is privately funded by franchisees Annamaria Higby, Britton Higby, and Jeramey Lynch.",https://whatnow.com/san-antonio/restaurants/hteao-expanding-to-spring-branch-with-new-drive-thru-location/,"June 10, 2026",batch_2_output,2026-06-12
The Novel Raven,"222 E Tarpon Ave, Tarpon Springs, FL 34689",Opening,Not specified,set to open,"The Novel Raven is a neighborhood tavern offering wine, craft beer, used books, and original art in Tarpon Springs, Florida. Plan review documents submitted for 222 E Tarpon Ave indicate the project is moving forward, though no opening date has been confirmed. The owner, Tracy, was not immediately available for comment at the time of publication.",https://whatnow.com/tampa/restaurants/the-novel-raven-tavern-opening-in-tarpon-springs/,"June 10, 2026",batch_2_output,2026-06-12
Sugartown Sweets & Soda Shoppe,"117 W Adrian St, Blissfield, MI 49228",Opening,"Around July 15, 2026",hoping to debut the shop around July 15,"Sugartown Sweets & Soda Shoppe is a candy and Italian soda shop offering flavored Italian sodas, bulk candies, and specialty chocolates in downtown Blissfield, Michigan. Owner Kimberly Precour is hoping to debut around July 15, sharing the building with Vintage Treasure Store. The concept was initially announced in February, with bar top, flooring, and shelving already installed.",https://whatnow.com/detroit/restaurants/blissfield-local-bringing-italian-sodas-and-sweet-options-to-citys-downton/,"June 10, 2026",batch_2_output,2026-06-12
Prince St. Pizza,"350 King St., Charleston, SC 29401",Opening,Not specified,coming soon,"Prince St. Pizza is a New York pizzeria founded by the Morano family featuring Neapolitan pies and Sicilian ""SoHo"" squares, originally opened in NYC in 2012. It is set to open at 350 King St. in downtown Charleston, having faced delays after originally being expected to open last year. The brand operates 19 locations across multiple states and Canada, with a Nashville location also planned.",https://whatnow.com/charleston/restaurants/prince-st-pizza-coming-soon-to-downtown-charleston/,"June 10, 2026",batch_2_output,2026-06-12
Vui Ve,"1168 S Barrington Ave, Los Angeles, CA 90049",Opening,Not specified,"listed as ""coming soon""","Vui Ve is a Vietnamese restaurant serving phở, bánh mì, fried rice, vermicelli bowls, and Vietnamese coffee, originally opened in 2020. It is expanding to Brentwood at 1168 S. Barrington Ave., taking over the former Pita Bar + Grill space, marking its third location. Owner Lanli Su confirmed the plans, with the existing locations in Little Tokyo and NoHo.",https://whatnow.com/los-angeles/restaurants/vui-ve-planning-opening-in-brentwood/,"June 10, 2026",batch_2_output,2026-06-12
La Nena Cantina,"141 S Grand Ave, Los Angeles, CA 90012",Opening,4–5 weeks from publication,hope to open in about four to five weeks,"La Nena Cantina is a local Mexican restaurant brand launched in 2025, offering salads, soups, ceviches, tacos, fajitas, moles, seafood, and specialty drinks. Owner Vicente Del Rio told What Now they are awaiting their liquor license and hope to open their 5,000-square-foot DTLA location at 141 S. Grand Ave. in about four to five weeks. This will be the brand's third location, following existing spots in Malibu and Hollywood.",https://whatnow.com/los-angeles/restaurants/la-nena-cantina-expanding-to-dtla-this-summer/,"June 10, 2026",batch_2_output,2026-06-12
The Chocolate Tree,"507 Carteret St., Beaufort, SC 29902",Opening,Fall 2026,returning to Beaufort this fall,"The Chocolate Tree is a historic confectionery shop known for producing more than 60 varieties of chocolate on-site, along with fudge, pralines, brittle, and English toffee, originally opened in 1980. It will reopen at 507 Carteret St. under new ownership by Tim and Deanna Green after closing in May 2025, with plans to renovate and update the space while preserving its tradition. The team plans to revive ""all-you-can-eat"" chocolate nights and introduce chocolate-making classes.",https://whatnow.com/charleston/restaurants/historic-chocolate-shop-returning-to-beaufort-this-fall/,"June 10, 2026",batch_2_output,2026-06-12
Wing Snob,"336 W Chrysler Dr, Belvidere, IL 61008",Opening,Around mid-July 2026,hoping to open his location around mid-July,"Wing Snob is a chicken wing chain known for freshly made wings with signature sauces, expanding its Midwest footprint via franchise locations. Franchisee Johnny Shabani is hoping to open the new Belvidere location at 336 W Chrysler Drive around mid-July, sharing the building with a Dunkin'. Shabani has been planning the location since November and signed the lease at the beginning of 2026.",https://whatnow.com/chicago/restaurants/wing-snob-franchisee-building-new-location-in-belvidere-near-rockford/,"June 10, 2026",batch_2_output,2026-06-12
Dandee Donut Factory,"1141 Revere Beach Pkwy, Revere, MA 02151",Closing,"June 7, 2026",closing its Revere location,"Dandee Donut Factory is a Florida-based donut and diner chain founded in the early 1980s, offering fresh donuts, all-day breakfast, and diner favorites. The Revere location announced its closure on June 7 via Facebook, stating ""After giving it our all serving our loyal customers in Massachusetts, we are closing our Revere location."" The company continues to operate locations in Pompano Beach, Deerfield Beach, and Margate, Florida.",https://whatnow.com/boston/restaurants/popular-florida-donut-chain-closes-its-only-massachusetts-location/,"June 10, 2026",batch_2_output,2026-06-12
Unnamed brasserie (Catch & Shoot LLC),"340 Bleecker St, New York, NY 10014",Opening,Not specified,planning brasserie in the West Village,"An unnamed French brasserie concept is planned by Eugene Remm of Catch Hospitality Group at the former Saint Theo's space at 340 Bleecker St. in New York's West Village. The yet-to-be-named spot is described in a Community Board 2 filing as a ""sun-kissed"" New York-influenced take on a classic French brasserie, with seating for 92 guests and sidewalk café seating planned. A full liquor license is being sought and hours are planned from 11 a.m. to midnight Sunday–Thursday and until 1 a.m. Friday–Saturday.",https://whatnow.com/new-york/restaurants/catch-hospitality-group-co-founder-planning-brasserie-in-the-west-village/,"June 10, 2026",batch_2_output,2026-06-12
Prospect Five Points,"1521 Margaret St, Jacksonville, FL 32204",Closing,"June 28, 2026","shut down operations on June 28, 2026","Prospect Five Points is a wine bar and restaurant in Jacksonville's Riverside community that has operated for nearly five years. The restaurant announced its permanent closure via Instagram, citing a ""rough year,"" a slow season, and an inability to reverse operational challenges despite exploring multiple options. A farewell cabaret show is planned for June 28, its final day of service, with seating beginning at 6 p.m.",https://whatnow.com/jacksonville/restaurants/a-riverside-restaurant-is-closing-after-owners-called-it-a-rough-year/,"June 10, 2026",batch_2_output,2026-06-12
G&G Surf Club,"8100 E Union Ave, Denver, CO 80237",Opening,Fall 2026,expected to open in the fall of 2026,"G&G Surf Club is a new seafood-focused restaurant concept from Chef Troy Guard's TAG Restaurant Group, featuring a raw bar, open kitchen, and spacious patio. TAG Restaurant Group has secured a lease at 8100 E. Union Ave. in the Denver Tech Center, with an expected fall 2026 opening. The concept draws on Guard's Hawaii, Seattle, and San Diego upbringing and will also feature prime steaks and wood-fired preparations consistent with the Guard and Grace brand.",https://whatnow.com/denver/restaurants/troy-guards-tag-restaurant-group-bringing-gg-surf-club-to-dtc/,"June 10, 2026",batch_2_output,2026-06-12
Paris Bistro,"2656 Showplace Dr, Naperville, IL 60564",Closing,"June 7, 2026",permanently closed its doors,"Paris Bistro is a 13-year-old French restaurant in South Naperville known for French-inspired dining in a welcoming, family-owned atmosphere. The restaurant confirmed its permanent closure on June 7 via Facebook, stating ""It is with heavy hearts that we announce that Paris Bistro has permanently closed its doors."" According to the Chicago Tribune, accumulated pandemic-era debt and rent arrears made reorganization impossible, and the restaurant filed for Chapter bankruptcy.",https://whatnow.com/chicago/restaurants/a-longtime-naperville-restaurant-has-suddenly-closed-after-13-years/,"June 10, 2026",batch_2_output,2026-06-12
